service_date,est_ridership,otp_score,has_special_event,total_track_pct_log,line_blue,line_green,line_red,day_of_week_Friday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,month_April,month_August,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,otp_score_lag1,ridership_lag1,slow_zones_7day_avg,otp_score_7day_avg,weekend_flag,slow_zones_x_weekend,alerts_x_weekend,reliability_x_slow_zones,slow_zones_x_blue,slow_zones_x_green,slow_zones_x_orange,slow_zones_x_red,infrastructure_stress_pc1,infrastructure_stress_pc2,inconvenience_pc1,inconvenience_pc2,service_quality_cluster_1,service_quality_cluster_2
2023-01-11,90988.63,0.8997023140985017,False,0.07198667686273198,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.9073173081745484,90884.45,23.285714285714285,0.8214727361588972,False,0.0,0.0,4.314820719550996,0.0,0.0,0.0,4.795831523312719,-1.4389734938209713,-0.8586647905660734,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-12,91114.48,0.9019742667296194,False,0.07198667686273198,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8997023140985017,90988.63,23.285714285714285,0.8216727475451934,False,0.0,0.0,4.325716621598784,0.0,0.0,0.0,4.795831523312719,-1.4389734938209713,-0.8586647905660734,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-13,80033.28,0.916545771554419,False,0.07643756925050793,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9019742667296194,91114.48,23.571428571428573,0.8242893069962224,False,0.0,0.0,4.582728857772095,0.0,0.0,0.0,5.0,-1.348531896654745,-0.8467660714636496,-1.5316829751762338,0.2971738017267741,False,False
2023-01-14,49318.74,0.8975310796786207,False,0.07421459935995689,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.916545771554419,80033.28,23.714285714285715,0.8647038345026653,True,4.898979485566356,0.6931471805599453,4.396986347003785,0.0,0.0,0.0,4.898979485566356,-1.393752695237858,-0.8527154310148615,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-15,38811.11,0.9058678330642376,False,0.07421459935995689,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8975310796786207,49318.74,23.857142857142858,0.9006165703726804,True,4.898979485566356,1.3862943611198906,4.437827930816148,0.0,0.0,0.0,4.898979485566356,-1.393752695237858,-0.8527154310148615,0.9442276348970327,-1.0814225104541377,False,False
2023-01-16,44354.27,0.9278874871434628,False,0.07421459935995689,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9058678330642376,38811.11,23.857142857142858,0.9081180086347728,False,0.0,0.0,4.54570176442954,0.0,0.0,0.0,4.898979485566356,-1.393752695237858,-0.8527154310148615,1.2920507515224544,-1.1442652231453765,False,False
2023-01-17,94175.96,0.8607030938770853,False,0.07421459935995689,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.9278874871434628,44354.27,23.857142857142858,0.9014588351637067,False,0.0,0.0,4.216566800067334,0.0,0.0,0.0,4.898979485566356,-1.393752695237858,-0.8527154310148615,0.9442276348970327,-1.0814225104541377,False,False
2023-01-18,97724.22,0.8880985456307972,False,0.08528035996906168,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.8607030938770853,94175.96,24.285714285714285,0.8998011539540346,False,0.0,0.0,4.528431814164807,0.0,0.0,0.0,5.0990195135927845,-1.228878212321102,-0.7901913477954549,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-19,95369.05,0.8768800577300314,False,0.08528035996906168,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8880985456307972,97724.22,24.714285714285715,0.8962162669540934,False,0.0,0.0,4.471228525445798,0.0,0.0,0.0,5.0990195135927845,-1.228878212321102,-0.7901913477954549,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-20,80322.49,0.9004072735442505,False,0.09404564064436854,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8768800577300314,95369.05,25.428571428571427,0.8939107672383552,False,0.0,0.0,4.9317337466191065,0.0,0.0,0.0,5.477225575051661,-1.047995017988649,-0.7663939095906066,-1.5316829751762338,0.2971738017267741,False,False
2023-01-21,53850.11,0.9289697333117612,False,0.09222586552490021,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9004072735442505,80322.49,26.142857142857142,0.8984020034716609,True,5.385164807134504,0.0,5.0026551147236225,0.0,0.0,0.0,5.385164807134504,-1.0890806562522883,-0.7695307489130975,-1.5316829751762338,0.2971738017267741,False,False
2023-01-22,39994.5,0.9027200411512006,False,0.09222586552490021,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9289697333117612,53850.11,26.857142857142858,0.8979523189126556,True,5.385164807134504,1.0986122886681098,4.861296196302456,0.0,0.0,0.0,5.385164807134504,-1.0890806562522883,-0.7695307489130975,0.11892409820594378,-0.6218904063938338,False,False
2023-01-23,82737.82,0.9087102789345708,False,0.09222586552490021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9027200411512006,39994.5,27.571428571428573,0.8952127177399568,False,0.0,0.0,4.893554613999829,0.0,0.0,0.0,5.385164807134504,-1.0890806562522883,-0.7695307489130975,-1.5316829751762338,0.2971738017267741,False,False
2023-01-24,99802.02,0.8718027038027371,False,0.09222586552490021,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.9087102789345708,82737.82,28.285714285714285,0.8967983763007641,False,0.0,0.0,4.694801239283206,0.0,0.0,0.0,5.385164807134504,-1.0890806562522883,-0.7695307489130975,-1.5316829751762338,0.2971738017267741,False,False
2023-01-25,99500.12,0.8966957165794311,False,0.0965877751463666,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.8718027038027371,99802.02,29.0,0.8980265435791405,False,0.0,0.0,4.992590455073286,0.0,0.0,0.0,5.5677643628300215,-0.9986390590860622,-0.7576320298106745,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-26,100673.25,0.8313446535945777,False,0.09876161579695017,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8966957165794311,99500.12,29.857142857142858,0.8915214858455042,False,0.0,0.0,4.7027955364792575,0.0,0.0,0.0,5.656854249492381,-0.953418260502949,-0.7516826702594624,0.4612427925155925,1.3609736992536234,False,False
2023-01-27,91848.18,0.8898692161408308,False,0.10093074111289288,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8313446535945777,100673.25,30.285714285714285,0.890016049073587,False,0.0,0.0,5.111909459346692,0.0,0.0,0.0,5.744562646538029,-0.9081974619198357,-0.7457333107082507,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-28,58847.36,0.8997267293144733,False,0.0965877751463666,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8898692161408308,91848.18,30.571428571428573,0.8858384770739746,True,5.5677643628300215,1.0986122886681098,5.009466419762737,0.0,0.0,0.0,5.5677643628300215,-0.9986390590860622,-0.7576320298106745,-0.3585563218597232,-0.22520101502476877,False,False
2023-01-29,42010.7,0.9120146356320356,False,0.0965877751463666,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8997267293144733,58847.36,30.857142857142858,0.8871662762855222,True,5.5677643628300215,1.0986122886681098,5.077882586651454,0.0,0.0,0.0,5.5677643628300215,-0.9986390590860622,-0.7576320298106745,0.11892409820594378,-0.6218904063938338,False,False
2023-01-30,86987.17,0.9002346162776437,False,0.0965877751463666,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9120146356320356,42010.7,31.142857142857142,0.8859554673345327,False,0.0,0.0,5.012294214696624,0.0,0.0,0.0,5.5677643628300215,-0.9986390590860622,-0.7576320298106745,-0.7063794384851448,-0.1623583023335298,False,False
2023-01-31,98337.43,0.8478795810919273,False,0.09440919861569128,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.9002346162776437,86987.17,31.285714285714285,0.8825378783758457,False,0.0,0.0,4.644027726120793,0.0,0.0,0.0,5.477225575051661,-1.043859857669175,-0.7635813893618857,2.11184986589777,0.44190949113301514,False,False
2023-02-01,101507.26,0.8725164827398495,False,0.09440919861569128,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.8478795810919273,98337.43,31.142857142857142,0.8790837021130482,False,0.0,0.0,4.778969593916825,0.0,0.0,0.0,5.477225575051661,-1.043859857669175,-0.7635813893618857,0.11892409820594378,-0.6218904063938338,False,False
2023-02-02,98834.19,0.8343109836329894,False,0.09259008557173695,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8725164827398495,101507.26,30.714285714285715,0.8795074635471071,False,0.0,0.0,4.492902147266145,0.0,0.0,0.0,5.385164807134504,-1.0849454959328149,-0.7667182286843767,0.9442276348970327,-1.0814225104541377,False,False
2023-02-03,60099.49,0.8560857365435821,False,0.09259008557173695,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8343109836329894,98834.19,30.142857142857142,0.8746812521760716,False,0.0,0.0,4.610162780324319,0.0,0.0,0.0,5.385164807134504,-1.0849454959328149,-0.7667182286843767,0.11892409820594378,-0.6218904063938338,False,False
2023-02-04,24152.91,0.7748456686430677,False,0.09259008557173695,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8560857365435821,60099.49,29.857142857142858,0.856841100651585,True,5.385164807134504,2.4849066497880004,4.172671625737252,0.0,0.0,0.0,5.385164807134504,-1.0849454959328149,-0.7667182286843767,8.43845028559867,3.5704664710223226,True,False
2023-02-05,37119.94,0.8718939348647237,False,0.09259008557173695,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7748456686430677,24152.91,29.571428571428573,0.8511095719705405,True,5.385164807134504,0.0,4.6952925335875335,0.0,0.0,0.0,5.385164807134504,-1.0849454959328149,-0.7667182286843767,-1.5316829751762338,0.2971738017267741,False,False
2023-02-06,82878.59,0.8474660833135076,False,0.09259008557173695,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8718939348647237,37119.94,29.285714285714285,0.8435712101185212,False,0.0,0.0,4.5637445271000185,0.0,0.0,0.0,5.385164807134504,-1.0849454959328149,-0.7667182286843767,0.11892409820594378,-0.6218904063938338,False,False
2023-02-07,94986.9,0.8433720641914545,False,0.09076765732386939,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.8474660833135076,82878.59,29.142857142857142,0.8429272791327393,False,0.0,0.0,4.541697559404202,0.0,0.0,0.0,5.385164807134504,-1.1056212975301838,-0.7807808298279821,-0.7063794384851448,-0.1623583023335298,False,False
2023-02-08,99301.32,0.8777129763830855,False,0.09076765732386939,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.8433720641914545,94986.9,29.0,0.8436696353674872,False,0.0,0.0,4.72662903118347,0.0,0.0,0.0,5.385164807134504,-1.1056212975301838,-0.7807808298279821,-1.5316829751762338,0.2971738017267741,False,False
2023-02-09,95914.23,0.8531876546281528,False,0.09076765732386939,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8777129763830855,99301.32,29.0,0.8463663026525106,False,0.0,0.0,4.594556131585156,0.0,0.0,0.0,5.385164807134504,-1.1056212975301838,-0.7807808298279821,1.7695311715881212,-1.5409546145144415,False,False
2023-02-10,88195.66,0.8889235057300503,False,0.09076765732386939,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8531876546281528,95914.23,29.0,0.8510574125362916,False,0.0,0.0,4.786999579292093,0.0,0.0,0.0,5.385164807134504,-1.1056212975301838,-0.7807808298279821,0.46674721483136566,-0.6847331190850726,False,False
2023-02-11,55187.19,0.8556245679488571,False,0.09076765732386939,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8889235057300503,88195.66,29.0,0.8625972552942616,True,5.385164807134504,1.0986122886681098,4.60767931143785,0.0,0.0,0.0,5.385164807134504,-1.1056212975301838,-0.7807808298279821,-0.3585563218597232,-0.22520101502476877,False,False
2023-02-12,40422.91,0.892205084899596,False,0.09076765732386939,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8556245679488571,55187.19,29.0,0.8654988481563863,True,5.385164807134504,1.3862943611198906,4.804671423947757,0.0,0.0,0.0,5.385164807134504,-1.1056212975301838,-0.7807808298279821,0.46674721483136566,-0.6847331190850726,False,False
2023-02-13,84567.67,0.8882054863435626,False,0.09076765732386939,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.892205084899596,40422.91,29.0,0.8713187628749655,False,0.0,0.0,4.783132926561139,0.0,0.0,0.0,5.385164807134504,-1.1056212975301838,-0.7807808298279821,-0.3585563218597232,-0.22520101502476877,False,False
2023-02-14,98151.12,0.9104213955287996,False,0.09876161579695053,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.8882054863435626,84567.67,29.857142857142858,0.8808972387803006,False,0.0,0.0,5.386125612189271,0.0,0.0,0.0,5.916079783099616,-0.892188750504137,-0.7844599557228026,1.2865463292066812,0.9014415951933193,False,False
2023-02-15,96534.24,0.8643473712711957,False,0.09876161579695053,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.9104213955287996,98151.12,30.714285714285715,0.8789878666214592,False,0.0,0.0,5.113548008752819,0.0,0.0,0.0,5.916079783099616,-0.892188750504137,-0.7844599557228026,-0.7063794384851448,-0.1623583023335298,False,False
2023-02-16,96812.66,0.8859881942182606,False,0.10129180499876524,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8643473712711957,96534.24,31.714285714285715,0.8836736579914746,False,0.0,0.0,5.315929165309564,0.0,0.0,0.0,6.0,-0.8428327916015502,-0.7756980759428695,-0.7063794384851448,-0.1623583023335298,False,False
2023-02-17,83690.32,0.8782372161867276,False,0.11170634748942945,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8859881942182606,96812.66,33.142857142857146,0.8821470451995713,False,0.0,0.0,5.484589657205095,0.0,0.0,0.0,6.244997998398398,-0.6616836323379978,-0.7269122747732993,-1.5316829751762338,0.2971738017267741,False,False
2023-02-18,57805.78,0.90148877470799,False,0.10309517150623856,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8782372161867276,83690.32,34.0,0.8886990747365903,True,5.916079783099616,1.0986122886681098,5.333279514741185,0.0,0.0,0.0,5.916079783099616,-0.8425668266704506,-0.7507097129781473,0.11892409820594378,-0.6218904063938338,False,False
2023-02-19,46705.32,0.8753268200985882,False,0.12201354428090477,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.90148877470799,57805.78,35.714285714285715,0.886287894050732,True,6.4031242374328485,0.6931471805599453,5.604826377448293,0.0,0.0,0.0,6.4031242374328485,-0.5009443097407152,-0.6672007117826139,-0.7063794384851448,-0.1623583023335298,False,False
2023-02-20,53669.15,0.8595863055112258,False,0.13953883340599724,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8753268200985882,46705.32,38.142857142857146,0.8821994396461125,False,0.0,0.0,5.829997972952664,0.0,0.0,0.0,6.782329983125268,-0.19213711043567167,-0.5812035094521286,-0.7063794384851448,-0.1623583023335298,False,False
2023-02-21,87415.57,0.8554262016979062,False,0.1322155857023166,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.8595863055112258,53669.15,39.57142857142857,0.8743429833845563,False,0.0,0.0,5.738373410192893,0.0,0.0,0.0,6.708203932499369,-0.29938531381089284,-0.6293406724341589,-1.5316829751762338,0.2971738017267741,False,False
2023-02-22,93183.82,0.8638853513402693,False,0.1322155857023166,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.8554262016979062,87415.57,41.0,0.874276980537281,False,0.0,0.0,5.795119111089394,0.0,0.0,0.0,6.708203932499369,-0.29938531381089284,-0.6293406724341589,-1.5316829751762338,0.2971738017267741,False,False
2023-02-23,79257.8,0.8242168596896771,False,0.11988971959431374,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8638853513402693,93183.82,41.857142857142854,0.8654525041760549,False,0.0,0.0,5.341535746904811,0.0,0.0,0.0,6.48074069840786,-0.5053454349912883,-0.6950015949760555,-0.7063794384851448,-0.1623583023335298,False,False
2023-02-24,74723.21,0.7876577108500119,False,0.11988971959431374,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8242168596896771,79257.8,42.285714285714285,0.8525125748422384,False,0.0,0.0,5.104605383120442,0.0,0.0,0.0,6.48074069840786,-0.5053454349912883,-0.6950015949760555,2.9371534025888586,-0.017622612927288575,True,False
2023-02-25,26170.27,0.7813676037135285,False,0.11988971959431374,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7876577108500119,74723.21,43.285714285714285,0.8353524075573153,True,6.48074069840786,1.3862943611198906,5.063840829803689,0.0,0.0,0.0,6.48074069840786,-0.5053454349912883,-0.6950015949760555,1.2865463292066812,0.9014415951933193,True,False
2023-02-26,23812.2,0.7693734040976635,False,0.11988971959431374,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7813676037135285,26170.27,43.42857142857143,0.8202162052714689,True,6.48074069840786,0.6931471805599453,4.986109532208325,0.0,0.0,0.0,6.48074069840786,-0.5053454349912883,-0.6950015949760555,-0.36406074417549605,1.820505803313927,True,False
2023-02-27,83025.83,0.8077139390751393,False,0.11988971959431374,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7693734040976635,23812.2,42.857142857142854,0.8128058672091709,False,0.0,0.0,5.234584597635583,0.0,0.0,0.0,6.48074069840786,-0.5053454349912883,-0.6950015949760555,2.9371534025888586,-0.017622612927288575,True,False
2023-02-28,68616.62,0.8296292455968396,False,0.11384760486114827,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.8077139390751393,83025.83,42.142857142857146,0.8091205877661612,False,0.0,0.0,5.247036059146463,0.0,0.0,0.0,6.324555320336759,-0.6164628337548839,-0.7209629152220857,-1.5316829751762338,0.2971738017267741,False,False
2023-03-01,98158.39,0.8360089939139919,False,0.11384760486114827,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.8296292455968396,68616.62,41.42857142857143,0.8051382509909788,False,0.0,0.0,5.2873851303081185,0.0,0.0,0.0,6.324555320336759,-0.6164628337548839,-0.7209629152220857,0.11892409820594378,-0.6218904063938338,False,False
2023-03-02,94503.06,0.825747341594407,False,0.10991845724873445,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8360089939139919,98158.39,40.857142857142854,0.8053568912630832,False,0.0,0.0,5.090248475438969,0.0,0.0,0.0,6.164414002968976,-0.7027692706016366,-0.7300491140957894,0.9442276348970327,-1.0814225104541377,False,False
2023-03-03,87772.55,0.8385439645655202,False,0.10489529173630101,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.825747341594407,94503.06,39.857142857142854,0.8126263560795842,False,0.0,0.0,4.960892996006275,0.0,0.0,0.0,5.916079783099616,-0.8218910250730816,-0.7366471118345427,-1.5316829751762338,0.2971738017267741,False,False
2023-03-04,17098.17,0.9050587478763792,False,0.10489529173630101,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8385439645655202,87772.55,38.857142857142854,0.8302965195314201,True,5.916079783099616,0.0,5.354399760828899,0.0,0.0,0.0,5.916079783099616,-0.8218910250730816,-0.7366471118345427,-1.5316829751762338,0.2971738017267741,False,False
2023-03-05,12389.0,0.9254149880322524,False,0.10489529173630101,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9050587478763792,17098.17,37.857142857142854,0.8525881743792185,True,5.916079783099616,0.0,5.474828901674981,0.0,0.0,0.0,5.916079783099616,-0.8218910250730816,-0.7366471118345427,-1.5316829751762338,0.2971738017267741,False,False
2023-03-06,83561.79,0.852116588660571,False,0.10489529173630101,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9254149880322524,12389.0,36.857142857142854,0.8589314100342802,False,0.0,0.0,5.041189723018616,0.0,0.0,0.0,5.916079783099616,-0.8218910250730816,-0.7366471118345427,-1.5316829751762338,0.2971738017267741,False,False
2023-03-07,93666.47,0.8532814217969218,False,0.10453552683158802,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.852116588660571,83561.79,36.0,0.8623102923485776,False,0.0,0.0,4.975442923263054,0.0,0.0,0.0,5.830951894845301,-0.8464360220588258,-0.7285338702421497,-1.5316829751762338,0.2971738017267741,False,False
2023-03-08,96862.04,0.8404466387951516,False,0.1253670689567104,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.8532814217969218,93666.47,36.0,0.8629442416173149,False,0.0,0.0,5.315451260851022,0.0,0.0,0.0,6.324555320336759,-0.48207012337198357,-0.6295560077886471,-1.5316829751762338,0.2971738017267741,False,False
2023-03-09,95536.34,0.8050019022090784,False,0.19872984142593536,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8404466387951516,96862.04,41.142857142857146,0.8599806074194106,False,0.0,0.0,6.924888203390533,0.0,0.0,0.0,8.602325267042627,1.1050589522875578,-0.3935275403027666,0.11892409820594378,-0.6218904063938338,True,False
2023-03-10,83189.95,0.6996470144281716,False,0.20947880497035748,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8050019022090784,95536.34,47.285714285714285,0.8401381859712181,False,0.0,0.0,6.179115122269841,0.0,0.0,0.0,8.831760866327848,1.3231585894952762,-0.3444174200394256,-0.7063794384851448,-0.1623583023335298,True,False
2023-03-11,47172.77,0.771711920305092,False,0.21303626963940944,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6996470144281716,83189.95,54.285714285714285,0.8210886391753197,True,9.16515138991168,1.0986122886681098,7.072856578995625,0.0,0.0,0.0,9.16515138991168,1.4911043730071099,-0.37903426845017874,0.11892409820594378,-0.6218904063938338,True,False
2023-03-12,38076.39,0.7549058539253227,False,0.2232547606390315,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.771711920305092,47172.77,62.42857142857143,0.7967301914457584,True,9.591663046625438,1.6094379124341003,7.240802582776739,0.0,0.0,0.0,9.591663046625438,1.7859431919013324,-0.37696003194233263,1.7695311715881212,-1.5409546145144415,True,False
